"current_file"
"Iteration" "current etc.."
("Iteration" "current" "max_temperature" "min_temperature")
1 0 1180.3 1060.028259076117
2 17279186.86759667 1063.845085786257 954.0254331685054
3 19275051.54558209 962.7502268313538 865.4713284632306
4 14103564.3410946 1052.947227714691 782.3713630614002
5 9432243.724947004 1077.861254229171 704.1342988848152
6 6197052.169577521 1061.024454706582 633.7208689963337
7 4036199.891574583 1074.742020786723 570.3487847067541
8 2614257.567468196 1071.745085303957 513.3139284165522
9 1682590.516119411 1072.176083082811 506.8310492034889
10 1077104.927615118 1081.488851440185 456.935712292784
11 687237.6944431431 1080.627433150621 502.6292835220625
12 438619.2393041636 1113.756394097034 552.8922118742687
13 284323.8487781387 1163.28481580441 608.1814330616957
14 191163.1295297466 1173.764948507305 668.9995763678653
15 133404.9427681013 1141.670559359749 735.8995340046519
16 94564.60638666477 1090.243272008097 809.4894874051171
17 67753.36748846339 1081.474865741472 890.4384361456289
18 49120.51580658741 1095.159845083033 979.4822797601919
19 36082.64485035923 1079.279599576586 1061.592803701739
20 26806.44145324992 1098.194445102827 1062.436814121232
21 20017.47820663093 1078.381015973036 1062.612588240271
22 14688.96267735917 1071.68645022362 1061.572980421404
23 10878.08896411124 1071.432108312686 1056.946384875434
24 8821.871987808901 1071.172735407341 1055.975623324301
25 7144.170716060607 1070.895765192548 1054.256747021919
26 6010.350757844874 1070.711586152275 1054.125582390546
27 5276.279118285797 1070.555560449939 1053.343867140418
28 4834.010718100294 1070.460079907219 1052.610984488989
29 4584.183371721717 1070.38934969466 1051.991360884709
30 4454.805403966491 1070.336695571422 1051.518484911763
31 4358.955967736116 1070.290495360913 1051.052542902223
32 4260.375070065848 1070.231171481408 1050.549743985004
33 4159.398605404446 1070.163793706225 1049.858014958503
34 4067.681980166437 1070.077828811101 1048.99265228234
35 3997.08932798939 1069.987892770667 1047.906497196055
36 3951.905602322859 1069.891277517953 1046.884995390225
37 3928.547922646992 1069.798841969743 1046.006646362595
38 3920.402228699645 1069.712115351914 1045.249273708359
39 3920.895232933953 1069.632066971347 1044.547227485004
40 3924.858847807055 1069.557928526172 1043.877486176325
41 3928.955623929847 1069.4888077534 1043.225210159568
42 3931.541332116183 1069.422623916489 1042.582167598058
43 3932.159057987739 1069.359646437782 1041.94521282043
44 3931.235034759727 1069.298278548628 1041.309662986226
45 3929.277675682458 1069.238423247184 1040.680866898432
46 3926.837338937818 1069.179909868983 1040.064427466246
47 3924.457086220202 1069.121499595027 1039.444666243302
48 3922.561203220755 1069.064571296273 1038.84978608114
49 3921.37038637369 1069.009177538194 1038.279185946586
50 3920.920814504484 1068.955639007333 1037.73377765693
51 3921.055892399022 1068.903949288165 1037.21212601198
52 3921.506122204014 1068.854148894588 1036.710048129962
53 3922.004831818052 1068.806315001412 1036.227292429129
54 3922.39086557828 1068.760095800681 1035.758751854499
55 3922.549034301433 1068.715603518894 1035.303054466258
56 3922.485957371615 1068.672427022788 1034.859987249935
57 3922.274074957616 1068.630678622237 1034.430207298812
58 3922.038305005127 1068.59023948594 1034.015753692312
59 3921.840549697283 1068.551137984845 1033.615597280995
60 3921.714058918084 1068.513920857628 1033.24365770048
61 3921.650108233518 1068.477947334002 1032.882482338983
62 3921.64208756007 1068.443292483785 1032.532517675426
63 3921.659471254166 1068.409819900881 1032.193447366552
64 3921.662955075673 1068.377538486112 1031.86409953228
65 3921.642059268699 1068.346256766629 1031.54488717934
66 3921.606358694636 1068.316078338169 1031.2364247505
67 3921.563130962086 1068.286786431772 1030.937467062402
68 3921.525179467198 1068.258070749891 1030.637309747216
69 3921.497569220338 1068.230213396384 1030.348865094698
70 3921.479003981992 1068.203251068243 1030.071200617184
71 3921.467549057055 1068.177140552057 1029.803489613132
72 3921.464603980794 1068.151909615998 1029.545327544463
73 3921.467560431432 1068.127550272215 1029.296102810765
74 3921.467904388305 1068.103915223898 1029.055021118747
75 3921.463450538476 1068.081159487979 1028.822344480024
76 3921.453454940354 1068.059091169245 1028.597627942757
77 3921.441673106105 1068.037837817777 1028.380329899972
78 3921.42714085995 1068.017211041417 1028.1701912502
79 3921.413129001798 1067.997351345385 1027.967143787405
80 3921.400717096504 1067.978079965194 1027.770920218226
81 3921.392545363581 1067.959494075272 1027.581418774275
82 3921.385846812825 1067.94154329556 1027.398140662882
83 3921.379179004698 1067.92414005174 1027.220811795009
84 3921.373709377353 1067.907394109619 1027.049747569252
85 3921.368599522398 1067.891139739153 1026.884384086482
86 3921.363365928224 1067.875492663111 1026.724440128106
87 3921.357203307448 1067.860302530304 1026.569733701858
88 3921.35143298309 1067.845933552982 1026.42585798683
89 3921.346152484526 1067.83197071116 1026.285907343826
90 3921.343194670033 1067.818571762383 1026.150077421501
91 3921.341085286537 1067.805570734669 1026.018300259522
92 3921.338406535479 1067.793059657412 1025.890617186604
93 3921.335265319214 1067.780917497105 1025.767053843338
94 3921.33159838638 1067.769007925136 1025.642913656653
95 3921.324617394465 1067.757464350287 1025.523489964592
96 3921.316200378858 1067.746309893276 1025.408539748036
97 3921.307863150322 1067.735472281489 1025.297564792388
98 3921.301865788488 1067.725015264619 1025.190614775526
99 3921.298715635837 1067.714916269607 1025.087353614713
100 3921.297024478707 1067.705122064095 1024.987617476039
101 3921.296900472607 1067.695692689496 1024.89121039096
102 3921.296584386947 1067.68653921187 1024.798053379944
103 3921.29581777211 1067.677726443629 1024.708042867883
104 3921.294161510292 1067.669176115488 1024.6210097595
105 3921.292174055904 1067.660946089292 1024.536906687918
106 3921.289866757098 1067.652957366285 1024.455608910897
107 3921.287893672221 1067.645265587322 1024.37705192524
108 3921.286043316011 1067.637802409444 1024.301099140407
109 3921.284656001357 1067.630619442456 1024.227681124382
110 3921.283326731742 1067.623646956548 1024.156753899106
111 3921.282261983593 1067.616935764825 1024.08820656828
112 3921.280749206611 1067.610420736406 1024.021949176981
113 3921.27943067556 1067.604151183241 1023.957864420982
114 3921.277875127147 1067.598066513151 1023.895955646129
115 3921.276715853497 1067.592207814965 1023.836142026582
116 3921.275466324625 1067.586523118757 1023.778294877624
117 3921.274322319564 1067.581051903213 1023.722397257242
118 3921.273349928262 1067.575737865013 1023.668343688463
119 3921.27250924075 1067.570627403487 1023.616134145156
120 3921.271475559556 1067.565666711989 1023.565667077356
121 3921.270494727108 1067.560892199107 1023.516896903303
122 3921.269422649159 1067.556257647878 1023.469729262805
123 3921.268520477142 1067.551796800213 1023.42416695724
124 3921.267610534348 1067.547466988173 1023.38010854036
125 3921.266882531469 1067.543299628057 1023.337548501826
126 3921.26612057484 1067.539254161025 1023.296387375036
127 3921.265478283287 1067.535359462527 1023.256603829741
128 3921.264754911835 1067.531579788968 1023.218151060848
129 3921.264112083279 1067.527943231803 1023.181016703352
130 3921.263399659743 1067.524420034982 1023.145130975234
131 3921.262653152555 1067.521017227667 1023.110442974021
132 3921.261922487758 1067.517727641803 1023.076914583909
133 3921.261245997728 1067.514547630076 1023.044499459498
134 3921.260643647199 1067.511473489032 1023.013142008305
135 3921.2601075885 1067.508502797974 1022.98286172663
136 3921.25962326604 1067.505631026897 1022.953583071497
137 3921.259164675269 1067.502855005602 1022.92525240925
138 3921.258702583138 1067.500172470166 1022.897885661686
139 3921.25823069845 1067.49757935711 1022.871447496183
140 3921.257749409133 1067.495072925027 1022.845947496225
141 3921.257268321988 1067.49265060118 1022.821274334223
142 3921.256800711573 1067.490309520792 1022.797421007588
143 3921.256354570619 1067.488046843631 1022.7743633217
144 3921.255932916371 1067.485859913615 1022.752075824578
145 3921.255534636008 1067.483746172655 1022.730533302757
146 3921.255155792336 1067.481703158819 1022.709711094745
147 3921.254791647116 1067.479728497318 1022.689585229405
148 3921.25443837853 1067.477819896102 1022.670132474968
149 3921.254093691681 1067.475975141154 1022.651330352586
150 3921.253760009527 1067.474192094901 1022.633157128969
151 3921.253428088298 1067.4724686805 1022.615570301235
152 3921.253111627104 1067.4708028002 1022.598584784416
153 3921.25280223003 1067.469192529705 1022.58215801099
154 3921.252502202984 1067.467635989695 1022.566287859442
155 3921.252212967902 1067.466129950073 1022.550950609711
156 3921.251934848845 1067.464674565078 1022.536129880035
157 3921.25166537169 1067.463268466042 1022.521803744182
158 3921.251404883245 1067.461909322111 1022.507951686044
159 3921.251161791006 1067.460595672876 1022.494562727884
160 3921.25093070693 1067.459326000682 1022.481622280415
161 3921.250703810667 1067.458098093112 1022.469115492906
162 3921.25047801362 1067.456913334389 1022.457048355565
163 3921.250254399 1067.455768519711 1022.445360437319
164 3921.250038906187 1067.454662237578 1022.434073448417
165 3921.249835876563 1067.453592330279 1022.423166968149
166 3921.24964401182 1067.452558330588 1022.412626695349
167 3921.249460151187 1067.451558826643 1022.402439704318
168 3921.249281141316 1067.450592735439 1022.392593811666
169 3921.249105339606 1067.449658925439 1022.383070394827
170 3921.248932737104 1067.448756281271 1022.373868995309
171 3921.2487641277 1067.447883781045 1022.364976424372
172 3921.248600993924 1067.447039970121 1022.356378409049
173 3921.248444376958 1067.446224602253 1022.348065728832
174 3921.248292938622 1067.445436739784 1022.340037259669
175 3921.248148592526 1067.444675184691 1022.332277737456
176 3921.248010848226 1067.443939121357 1022.324777706492
177 3921.247878461495 1067.443227683484 1022.31752846499
178 3921.247750299635 1067.442540047089 1022.310521709736
179 3921.247631059942 1067.441875420959 1022.303749341059
180 3921.247506324713 1067.441233011916 1022.297202315462
181 3921.247390816075 1067.440611937252 1022.290872439968
182 3921.247271944011 1067.44001148554 1022.284753353324
183 3921.247162517354 1067.439431070823 1022.278838049218
184 3921.247050923723 1067.438870051985 1022.273124013248
185 3921.246949019542 1067.438327020187 1022.267594220251
186 3921.246845911595 1067.437802828815 1022.262249373139
187 3921.246750549662 1067.437296463836 1022.257086910686
188 3921.246659049555 1067.436806871164 1022.252098057645
189 3921.246570154819 1067.436333703673 1022.247276450549
190 3921.246483690751 1067.435876364356 1022.242616346703
191 3921.246399556836 1067.435434332322 1022.2381122162
192 3921.246317724721 1067.435006570939 1022.233762534827
193 3921.246238130648 1067.434593651141 1022.229551561798
194 3921.246160193197 1067.434194690962 1022.225482885918
195 3921.246084846023 1067.433808943668 1022.221551461689
196 3921.246012525927 1067.433436147715 1022.217751337804
197 3921.245943350532 1067.433075785542 1022.214079413249
198 3921.245877075577 1067.432727478707 1022.210530505742
199 3921.245813387948 1067.432390835101 1022.207100316842
200 3921.245751904075 1067.432065059175 1022.203787760048
201 3921.245692347774 1067.431750587043 1022.200580808894
202 3921.245634171574 1067.44497668096 1022.205503168852
203 3921.24557789036 1067.444210672355 1022.216892369136
204 3921.256018639465 1067.448207679607 1022.232936664124
205 3921.268888975791 1067.450583086822 1022.251725768334
206 3921.279747662883 1067.453062694199 1022.271873199334
207 3921.28514401774 1067.455321367107 1022.292532832202
208 3921.283935103511 1067.457491057082 1022.313105108779
209 3921.277701598452 1067.459554777696 1022.333339953899
210 3921.269757161311 1067.461542984518 1022.353083678612
211 3921.263317851208 1067.463455840088 1022.372242021173
212 3921.259936055421 1067.465298904198 1022.390877484267
213 3921.259970470187 1067.467080424477 1022.409004107279
214 3921.26250182769 1067.468802116852 1022.426540687097
215 3921.266086744515 1067.470466906792 1022.443505876393
216 3921.269264967347 1067.472076551419 1022.459907028033
217 3921.271408610395 1067.473633387022 1022.475750624298
218 3921.272142744473 1067.475136552353 1022.491053156018
219 3921.271766356121 1067.476589232949 1022.505836649702
220 3921.270855919116 1067.477991705557 1022.520124104179
221 3921.270010052519 1067.479348013541 1022.533936205446
222 3921.269494228395 1067.480658508468 1022.547292223286
223 3921.269422210239 1067.481924998842 1022.560202962793
224 3921.269696692129 1067.483150900324 1022.572675342629
225 3921.270200988063 1067.484334252429 1022.584751063032
226 3921.270738414915 1067.485477687408 1022.59641956982
227 3921.27117604017 1067.486584742055 1022.607680701622
228 3921.271466347397 1067.487653349464 1022.618579890928
229 3921.271631567258 1067.48868574129 1022.629111327951
230 3921.271723520849 1067.489684080885 1022.639285984531
231 3921.27179812654 1067.490648779584 1022.649116850576
232 3921.271860234242 1067.491581352371 1022.658620133803
233 3921.271964029355 1067.492482579419 1022.667805565532
234 3921.272090199843 1067.493353681077 1022.676683201977
235 3921.272227210605 1067.494195603743 1022.685263645523
236 3921.272369452307 1067.495010344765 1022.693549694524
237 3921.272513733548 1067.495796808431 1022.701571475451
238 3921.272659171228 1067.496556633398 1022.709323482265
239 3921.272801092333 1067.497291353951 1022.716812189226
240 3921.272936695605 1067.498001450441 1022.724049364725
241 3921.27306490881 1067.498687779251 1022.731044129223
242 3921.273181758851 1067.499351133686 1022.737804621014
243 3921.27330044737 1067.499992283583 1022.74433872368
244 3921.273409486151 1067.500612027127 1022.7506550222
245 3921.273520824404 1067.501210912036 1022.756758437259
