"current_file"
"Iteration" "current etc.."
("Iteration" "current" "max_temperature" "min_temperature")
1 0 1180.3 1060.028259076117
2 15205684.44348508 1063.808763417847 954.0254331685054
3 16205856.94580361 962.4342245435623 865.4713284632306
4 12078793.14100653 1039.60339951091 782.3713630614002
5 7994311.592409629 1061.824101635425 704.1342988848152
6 5163837.487481408 1053.774489566767 633.7208689963337
7 3297304.042804755 1054.48363128773 570.3487847067541
8 2084178.036740764 1054.904963799056 513.3139284165522
9 1302537.738633055 1054.41089588238 494.5134328562582
10 805074.3012186361 1052.237592885934 457.9344573740238
11 492985.3762470915 1053.26734265437 412.1410116366214
12 300381.9283261069 1052.307521268116 453.3551128002836
13 185804.5980564749 1052.796050829599 498.690624080312
14 120896.3647816432 1052.675464540769 548.5596864883432
15 83296.64976922184 1052.886769516264 603.4156551371776
16 58452.9512643851 1053.008075076012 663.7572206508954
17 41426.11734605105 1053.816787425981 730.132942715985
18 29603.33348143805 1053.941124147055 803.1462369875835
19 21344.8071043208 1054.23225236469 883.4608606863419
20 15563.19481456408 1054.431043063423 888.8473435991884
21 11508.74525414215 1054.624429606984 891.0787262461353
22 8662.116563488817 1054.783451241323 894.9177127535294
23 6662.76710267446 1054.933304852904 895.8497389613489
24 5258.919502769192 1055.071627119443 899.4678539199582
25 4274.094838450343 1055.201743732425 900.7333867330577
26 3584.1738092238 1055.326711742596 902.0537551827487
27 3101.601326226866 1055.446764372515 903.4538399300045
28 2764.665062803764 1055.562796011788 904.6519991907529
29 2529.854717120816 1055.675100849542 905.9206729145908
30 2366.535451745799 1055.78329565635 907.0435576022043
31 2253.226824502382 1055.88805102572 908.1218793511504
32 2174.846114194158 1055.989002444283 909.1582694332304
33 2120.855364209074 1056.086635943906 910.1544161447192
34 2083.89564714639 1056.180546112762 911.1126022554307
35 2058.821496200064 1056.271119101567 912.034343525354
36 2042.005467759649 1056.358280483069 912.9211877904424
37 2030.961956758666 1056.44219670266 913.7746553006388
38 2023.911652846779 1056.522922428467 914.5951678658977
39 2019.64953185079 1056.60066425655 915.3849554081598
40 2017.315684872322 1056.675600879031 916.1449652743818
41 2016.306098584974 1056.747595900261 916.8760980857949
42 2016.174358846173 1056.816753682748 917.5792130085298
43 2016.646268481405 1056.88328344187 918.255735351241
44 2017.522668721406 1056.947378380141 918.9064736769596
45 2018.660662102584 1057.008980442574 919.5327665418968
46 2019.973634939205 1057.068349336419 920.135411157331
47 2021.375039724962 1057.125373206856 920.7150296940937
48 2022.826177998137 1057.180260126788 921.2722596224805
49 2024.292703397006 1057.233030954699 921.8084925314574
50 2025.749018124917 1057.283846783337 922.3241694331722
51 2027.178807200192 1057.332619277634 922.8207982326014
52 2028.572738268057 1057.379566428676 923.2984829791229
53 2029.93186898336 1057.424780506568 923.7576816705687
54 2031.251112987722 1057.468223016138 924.2000588355503
55 2032.526156443721 1057.509998336705 924.6254050991704
56 2033.754323206622 1057.550195614559 925.0344976314453
57 2034.939755946678 1057.588860269154 925.4280669542483
58 2036.081567682127 1057.626055783194 925.8066085064529
59 2037.178795935043 1057.66183348521 926.1707810475256
60 2038.235233290497 1057.696248494828 926.5211571861072
61 2039.250811871779 1057.729351518076 926.8582316589387
62 2040.22547344879 1057.761188493627 927.1824330497966
63 2041.160275119579 1057.791820532176 927.4943083344567
64 2042.059374567312 1057.821283975177 927.7943117964736
65 2042.923548840928 1057.849625379977 928.082943794897
66 2043.755112556481 1057.876887133996 928.3606115431895
67 2044.554162578876 1057.903140748918 928.6277657319677
68 2045.321103660549 1057.928362603373 928.8847296313056
69 2046.057020494957 1057.952635081039 929.1319388153649
70 2046.764634091279 1057.975977937928 929.3697873814928
71 2047.444674767465 1057.998433624826 929.5985582922394
72 2048.098931510364 1058.020034314383 929.8186473279567
73 2048.727757275091 1058.040813687963 930.0303951248163
74 2049.331666603363 1058.060804653977 930.2341182421204
75 2049.912419320308 1058.080033028916 930.430099161059
76 2050.470600066616 1058.09852671204 930.6185690232146
77 2051.00682519996 1058.116314720063 930.799853594665
78 2051.522479513483 1058.133425230329 930.9742500411473
79 2052.018079984683 1058.149884195528 931.1420018519949
80 2052.494244249657 1058.165716219962 931.3033794721092
81 2052.952232443963 1058.180945438124 931.4586252526743
82 2053.39255370277 1058.195594274899 931.607884562934
83 2053.815723584538 1058.209683462575 931.7514661748766
84 2054.222719251098 1058.223236103215 931.889670334524
85 2054.614004191133 1058.236288474844 932.0224653873878
86 2054.990114039462 1058.248828681686 932.1504211839524
87 2055.351661166512 1058.260887455909 932.2734875794293
88 2055.699185822233 1058.272491882052 932.3918497971307
89 2056.033562614995 1058.283653646534 932.5057073387457
90 2056.354902062738 1058.294391719431 932.6152016985384
91 2056.664022055533 1058.304720964164 932.720547708512
92 2056.961334435508 1058.314657613824 932.82186459671
93 2057.24722475525 1058.324215386999 932.9192996628886
94 2057.522104470703 1058.333408550652 933.0129982432929
95 2057.786376736499 1058.342251609894 933.1032113771247
96 2058.040674767879 1058.350758797544 933.1899380357625
97 2058.285129553919 1058.358951461633 933.27334311137
98 2058.520282428862 1058.366823733107 933.3536561134496
99 2058.74655348683 1058.374391866452 933.4309038466306
100 2058.964118184908 1058.381675029104 933.5051818590674
101 2059.173290585783 1058.388680737806 933.5766307158951
102 2059.374408553023 1058.395419809846 933.6453629094818
103 2059.567808262673 1058.401902713908 933.711512082966
104 2059.753806397624 1058.408139627012 933.7751185685784
105 2059.93272124276 1058.41413892631 933.83632528207
106 2060.104798587637 1058.419910380606 933.8951815668779
107 2060.270324696697 1058.425461800178 933.9517888819476
108 2060.429524560625 1058.430801821471 934.0062519946297
109 2060.582750540933 1058.435938666313 934.0586420164244
110 2060.730059995369 1058.440880013711 934.1090442154698
111 2060.871790213355 1058.445633375731 934.1575262179769
112 2061.008033139108 1058.450205877953 934.2041680354066
113 2061.139122631301 1058.454604293251 934.2490327253475
114 2061.265149522365 1058.458835673583 934.2921945265078
115 2061.386420230402 1058.46291059763 934.3336851329225
116 2061.50301538027 1058.466821556179 934.3736483372061
117 2061.615247964856 1058.470586655117 934.4120913243822
118 2061.723212093008 1058.474208639597 934.4490487356184
119 2061.826971635176 1058.477693294844 934.4845963544918
120 2061.926798940807 1058.481045402729 934.5187920563814
121 2062.022840433142 1058.484270117867 934.5516870802682
122 2062.115222392977 1058.487372225743 934.5833308819014
123 2062.204075662466 1058.490356493295 934.6137853166243
124 2062.289534310185 1058.493227678392 934.6430827367489
125 2062.371741470582 1058.495989697509 934.6712498454955
126 2062.450820341238 1058.498646393296 934.6983428896775
